page,name_en,gi,line
38,"544 Barley, pot, boiled (Goudas Food Products, Canada) Canada 2001",33,"544 Barley, pot, boiled (Goudas Food Products, Canada) Canada 2001 33±8 15 Normal, 21 50 NS Glucose, 2h Standard Venous, NS Enzymatic 42"
38,Canada 2012*,36,"Canada 2012* 36±8 16 Normal, 10 50 85.8 Bread, 2h Standard Capillary,"
38,Canada 2012*,41,"Canada 2012* 41±5 18 Normal, 10 50 76.1 Bread, 2h Standard Capillary,"
38,"547 Barley, pearled (Orzo, Barilla, Italy) Italy 2009",58,"547 Barley, pearled (Orzo, Barilla, Italy) Italy 2009 58±8 26 Normal, 9 50 76 Glucose, 2h Standard Capillary,"
38,Barley (mean),30,"Barley, mean of 20 foods 30"
38,Sweden 2007,30,"Sweden 2007 30±5 14 Normal, 13 25 95 Glucose, 2h Standard Capillary,"
39,China 2019,63,"China 2019 63±5 28 Normal, 12 50 71.4 Glucose, 2h Standard Capillary,"
39,"(Waitrose Limited, Bracknell, UK) UK 2012*",44,"(Waitrose Limited, Bracknell, UK) UK 2012* 44±7 20 Normal, 10 25 NS Glucose, 2h Standard Capillary,"
39,"(Waitrose Limited, Bracknell, UK) UK 2012*",39,"(Waitrose Limited, Bracknell, UK) UK 2012* 39±10 18 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
39,"(Suma Whole Foods, UK) UK 2012*",50,"(Suma Whole Foods, UK) UK 2012* 50±5 23 Normal, 10 25 NS Glucose, 2h Standard Capillary,"
39,"(Suma Whole Foods, UK) UK 2012*",43,"(Suma Whole Foods, UK) UK 2012* 43±8 19 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
39,554 Corn granules China 2005,52,"554 Corn granules China 2005 52±3 23 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
39,555 Cornmeal porridge China 2005,68,"555 Cornmeal porridge China 2005 68±3 31 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
39,Australia 2016,92,"Australia 2016 92±6 41 Normal, 10 25 28.7 Glucose, 2h Standard Capillary,"
39,Australia 2016,101,"Australia 2016 101±7 45 Normal, 10 25 28.7 Glucose, 2h Standard Capillary,"
39,"558 Sweet corn, cooked in microwave for 1.5 min Australia 2015",51,"558 Sweet corn, cooked in microwave for 1.5 min Australia 2015 51±4 23 Normal, 10 25 185.2 Glucose, 2h Standard Capillary,"
39,"559 Sweet corn, cooked China 2005",55,"559 Sweet corn, cooked China 2005 55±2 25 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
39,"560 Couscous, rehydrated with hot water (San Remo, Austra lia) Australia 2006",65,"560 Couscous, rehydrated with hot water (San Remo, Austra lia) Australia 2006 65±7 29 Normal, 9 50 70.4 Glucose, 2h Standard Capillary,"
39,"Benedikts Imports, Australia), rehydrated with hot water Australia 2008",52,"Benedikts Imports, Australia), rehydrated with hot water Australia 2008 52±5 23 Normal, 9 50 63.6 Glucose, 2h Standard Capillary,"
39,"Benedikts Imports, Australia), rehydrated with hot w ater Australia 2013",53,"Benedikts Imports, Australia), rehydrated with hot w ater Australia 2013 53±4 24 Normal, 9 50 80.6 Glucose, 2h Standard Capillary,"
40,"563 Foxtail millet, cooked (millet:water ratio 1:1.5) China 2016*",64,"563 Foxtail millet, cooked (millet:water ratio 1:1.5) China 2016* 64±9 29 Normal, 10 50 169 Glucose, 2h Standard Venous,"
40,18,89,"18 89±6 40 Normal, 15 50 182.5 Glucose, 2h Standard Capillary,"
40,18,89,"18 89±9 40 Normal, 15 50 170.1 Glucose, 2h Standard Capillary,"
40,566 Foxtail millet porridge (millet:water ratio 1:9) China 2016*,94,"566 Foxtail millet porridge (millet:water ratio 1:9) China 2016* 94±11 42 Normal, 10 50 550 Glucose, 2h Standard Venous,"
40,Sweden 2007,63,"Sweden 2007 63±6 28 Normal, 13 25 111 Glucose, 2h Standard Capillary,"
40,"Foods, Australia) Australia 2017",50,"Foods, Australia) Australia 2017 50±6 23 Normal, 10 50 74.4 Glucose, 2h Standard Capillary,"
40,"Cups, microwaved for 70 sec (Coles Supermarkets, Aust ralia) Australia 2013",53,"Cups, microwaved for 70 sec (Coles Supermarkets, Aust ralia) Australia 2013 53±3 24 Normal, 10 50 136.6 Glucose, 2h Standard Capillary,"
40,"min (Nature First Organic, Australia) Australia 2003",53,"min (Nature First Organic, Australia) Australia 2003 53±5 24 Normal, 10 50 73.5 Glucose, 2h Standard Capillary,"
40,"Foods, Australia) Australia 2017",54,"Foods, Australia) Australia 2017 54±4 24 Normal, 10 50 74.4 Glucose, 2h Standard Capillary,"
40,Australia 2013,49,"Australia 2013 49±3 22 Normal, 10 50 167.8 Glucose, 2h Standard Capillary,"
40,China 2020,56,"China 2020 56±4 25 Normal, 12 25 32.5 Glucose, 2h Standard Capillary,"
40,"574 Basmati, white, polished, cooked 10 min UK 2009*",50,"574 Basmati, white, polished, cooked 10 min UK 2009* 50±6 23 Normal, 10 50 64.8 Glucose, 2h Standard Capillary,"
40,"575 Basmati rice (Dreamrice, Singapore) Singapore 2015*",56,"575 Basmati rice (Dreamrice, Singapore) Singapore 2015* 56±3 25 Normal,"
41,Australia 2013*,57,Australia 2013* 57±4 26
41,"577 Basmati, white, boiled (Mahatma brand, Australia) Australia 1995",58,"577 Basmati, white, boiled (Mahatma brand, Australia) Australia 1995 58±8 26 Normal, 9 50 63.0 Bread, 2h Standard Capillary,"
41,"Co-Op., Australia) Pakistan 2003",59,"Co-Op., Australia) Pakistan 2003 59±6 27 Normal, 10 50 63.3 Glucose, 2h Standard Capillary,"
41,"579 Basmati rice (Dreamrice, Singapore) Singapore 2015*",60,"579 Basmati rice (Dreamrice, Singapore) Singapore 2015* 60±4 27"
41,"580 Basmati rice (Dreamrice, Singapore) Singapore 2015*",63,"580 Basmati rice (Dreamrice, Singapore) Singapore 2015* 63±3 28 Normal,"
41,Australia) Pakistan 2005,65,"Australia) Pakistan 2005 65±7 29 Normal, 10 50 69.0 Glucose, 2h Standard Capillary,"
41,UK) UK 2015*,66,"UK) UK 2015* 66±7 30 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
41,"583 Basmati rice (SunRice; Ricegrowers Ltd.; Leeton, NSW)13 Australia 2013*",67,"583 Basmati rice (SunRice; Ricegrowers Ltd.; Leeton, NSW)13 Australia 2013* 67±5 30 Normal"
41,"Basmati rice, white (mean)",60,"Basmati rice, white, mean of 10 studies 60"
41,"Lal Setia Exports Ltd, India) India 2012",52,"Lal Setia Exports Ltd, India) India 2012 52±6 23 Normal, 9 50 63.9 Glucose, 2h Standard Capillary,"
41,25 min UK 2009*,75,"25 min UK 2009* 75±8 34 Normal, 10 50 71.9 Glucose, 2h Standard Capillary,"
41,"brown basmati rice), cooked for 25 min UK 2009*",59,"brown basmati rice), cooked for 25 min UK 2009* 59±9 27 Normal, 10 50 67 Glucose, 2h Standard Capillary,"
41,UK 2009*,63,"UK 2009* 63±8 28 Normal, 10 50 65 Glucose, 2h Standard Capillary,"
41,UK 2001,57,"UK 2001 57±4 26 Normal, 10 50 151.5 Glucose, 2h Standard Capillary,"
41,"Superior (Masterfoods, Belgium) Belgium 2000",60,"Superior (Masterfoods, Belgium) Belgium 2000 60±5 27 Normal, 10 50 67.5 Glucose, 2h Standard Capillary,"
41,"Ben’s®, Masterfoods, Australia) Australia 2011",63,"Ben’s®, Masterfoods, Australia) Australia 2011 63±6 28 Normal, 9 50 166.7 Glucose, 2h Standard Capillary,"
42,"rice), cooked 15 min UK 2009*",80,"rice), cooked 15 min UK 2009* 80±8 36 Normal, 10 50 64.1 Glucose, 2h Standard Capillary,"
42,"592 Doongara, white, cooked in rice cooker Australia 2007",48,"592 Doongara, white, cooked in rice cooker Australia 2007 48±4 22 Normal, 9 50 64.1 Glucose, 2h Standard Capillary,"
42,New Zealand 2011*,48,"New Zealand 2011* 48±4 22 Normal, 30 50 NS Glucose, 2h Standard Capillary,"
42,"594 Doongara, white Australia 2015",53,"594 Doongara, white Australia 2015 53±4 24 Normal, 10 50 66.0 Glucose, 2h Standard Capillary,"
42,"595 Doongara, white Australia 2005",54,"595 Doongara, white Australia 2005 54±6 24 Normal, 10 50 65.8 Glucose, 2h Standard Capillary,"
42,"596 Doongara, white Australia 1995",54,"596 Doongara, white Australia 1995 54±7 24 Normal, 9 50 185 Bread, 2h"
42,"597 Doongara rice, cooked in rice cooker 13 Australia 2013*",55,"597 Doongara rice, cooked in rice cooker 13 Australia 2013* 55±4 25"
42,"598 Doongara rice, cooked in rice cooker 13 Australia 2013*",67,"598 Doongara rice, cooked in rice cooker 13 Australia 2013* 67±4 30 Normal"
42,Singapore 2014*,68,"Singapore 2014* 68±3 31 Normal, 15 50 NS Glucose, 2h Standard Capillary,"
42,"Ltd., NSW, Australia) 13 Australia 2013*",68,"Ltd., NSW, Australia) 13 Australia 2013* 68±4 31"
42,35 mL water (COFCO China) Thailand 2016,76,"35 mL water (COFCO China) Thailand 2016 76±5 34 Normal, 10 25 31.6 Glucose, 2h Standard Capillary,"
42,"Limited, Australia) Australia 2008",79,"Limited, Australia) Australia 2008 79±5 36 Normal, 10 50 63.0 Glucose, 2h Standard Capillary,"
42,"603 Jasmine Fragrant rice (SunRice, Ricegrowers Limited, NSW) Australia 2011",80,"603 Jasmine Fragrant rice (SunRice, Ricegrowers Limited, NSW) Australia 2011 80±3 36 Normal, 10 50 63.0 Glucose, 2h Standard Capillary,"
43,Australia 2013*,80,Australia 2013* 80±4 36 Normal
43,605 Jasmine long grain rice Canada 2010*,82,"605 Jasmine long grain rice Canada 2010* 82±8 37 Normal, 10 50 62.5 Bread, 2h Standard Capillary,"
43,Canada 2010,84,"Canada 2010 84±4 38 Normal, 10 50 60.0 Glucose, 2h Standard Capillary,"
43,Singapore 2014*,88,"Singapore 2014* 88±10 40 Normal, 14 50 NS Glucose, 2h Standard Capillary,"
43,"Limited, Australia) Australia 2006",89,"Limited, Australia) Australia 2006 89±4 40 Normal, 10 50 63.0 Glucose, 2h Standard Capillary,"
43,Thailand 2015*,90,Thailand 2015* 90±5 41
43,Thailand 2015*,91,"Thailand 2015* 91±4 41 Normal,"
43,Thailand 2015*,92,"Thailand 2015* 92±4 41 Normal,"
43,"cooker (NTUC Fairprice, Singapore) Singapore 2013",96,"cooker (NTUC Fairprice, Singapore) Singapore 2013 96±6 43 Normal, 12 50 63.2 Glucose, 3h21"
43,USA 2014*,106,"USA 2014* 106±13 48 Normal, 12 50 68.8 Glucose, 2h Standard Capillary,"
43,Thailand 2000,109,"Thailand 2000 109±10 49 Normal, 12 50 63.2 Glucose, 2h Standard Capillary,"
43,Thailand 2014*,115,"Thailand 2014* 115±7 52 Normal, 12 50 62.5 Glucose, 2h Standard Capillary,"
43,Thailand 2014*,116,"Thailand 2014* 116±11 52 Normal, 12 50 62.5 Glucose, 2h Standard Capillary,"
43,"Jasmine rice, white (mean)",89,"Jasmine rice, white, mean of 18 studies 89"
43,Australia 2016,51,"Australia 2016 51±5 23 Normal, 10 50 69.9 Glucose, 2h Standard Capillary,"
43,Australia 2006,54,"Australia 2006 54±4 24 Normal, 10 50 68.7 Glucose, 2h Standard Capillary,"
43,"brand, Rice Growers Co-op, Australia) Australia 2005",72,"brand, Rice Growers Co-op, Australia) Australia 2005 72±6 32 Normal, 9 50 69.8 Glucose, 2h Standard Capillary,"
44,620 Brown rice China 2005,87,"620 Brown rice China 2005 87±2 39 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
44,"621 Brown rice (SunRice, Ricegrowers Ltd., NSW, Australia) 13 Australia 2013*",65,"621 Brown rice (SunRice, Ricegrowers Ltd., NSW, Australia) 13 Australia 2013* 65±4 29"
44,"622 Brown rice (SunRice, Ricegrowers Ltd., NSW, Australia) 13 Australia 2013*",78,"622 Brown rice (SunRice, Ricegrowers Ltd., NSW, Australia) 13 Australia 2013* 78±5 35 Normal"
44,Taiwan 2010*,58,"Taiwan 2010* 58±0.2 26 Normal, 10 50 84 Bread, 2h Standard Capillary,"
44,"variety ""Bapatla"" (BPT-5204), pressure cooked for 8 min India 2017*",58,"variety ""Bapatla"" (BPT-5204), pressure cooked for 8 min India 2017* 58±7 26 Normal, 12 50 67 Glucose, 2h Standard Capillary,"
44,"(Effem Foods, USA) USA 2006",48,"(Effem Foods, USA) USA 2006 48±5 22 Normal, 10 50 179.5 Bread, 2h Standard Capillary,"
44,"(pouch) (Effem Foods, USA) USA 2006",45,"(pouch) (Effem Foods, USA) USA 2006 45±5 20 Normal, 10 50 192.1 Bread, 2h Standard Capillary,"
44,"Grain (pouch) (Effem Foods, USA) USA 2005",46,"Grain (pouch) (Effem Foods, USA) USA 2005 46±4 21 Normal, 10 50 192.3 Bread, 2h Standard Capillary,"
44,"(SunRice brand, Rice Growers Co -Op., Australia) Australia 2005",59,"(SunRice brand, Rice Growers Co -Op., Australia) Australia 2005 59±8 27 Normal, 10 50 147.1 Glucose, 2h Standard Capillary,"
44,"629 Long grain, white (Uncle Ben’s, Auckland, New Zealand) New Zealand 2000",56,"629 Long grain, white (Uncle Ben’s, Auckland, New Zealand) New Zealand 2000 56±7 25 Normal, 14 50 NS Glucose, 2h Standard Venous, plasma Enzymatic 27"
44,"Op., Australia) Australia 2005",59,"Op., Australia) Australia 2005 59±7 27 Normal, 10 50 66.2 Glucose, 2h Standard Capillary,"
44,"Products, Canada) Canada 1999",64,"Products, Canada) Canada 1999 64±3 29 Normal, 10 50 64.8 Glucose, 2h Standard Capillary,"
44,Canada 2001,69,"Canada 2001 69±3 31 Normal, 47 50 NS Glucose, 2h Standard Capillary, NS YSI or"
44,Canada 2001,76,"Canada 2001 76±13 34 Normal, 21 50 NS Glucose, 2h Standard Venous, NS Enzymatic 42"
44,cooked 15 min UK 2009*,47,"cooked 15 min UK 2009* 47±6 21 Normal, 10 50 64.6 Glucose, 2h Standard Capillary,"
45,"rice), cooked 15 min UK 2009*",47,"rice), cooked 15 min UK 2009* 47±8 21 Normal, 10 50 68.3 Glucose, 2h Standard Capillary,"
45,Australia 2018,49,"Australia 2018 49±4 22 Normal, 10 50 148.4 Glucose, 2h Standard Capillary,"
45,Australia) Australia 1995,94,"Australia) Australia 1995 94±7 42 Normal, 9 50 178 Bread, 2h"
45,"638 Instant rice, white, cooked 3 min China 2005",46,"638 Instant rice, white, cooked 3 min China 2005 46±3 21 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
45,"639 Instant rice, white, cooked 6 min China 2005",87,"639 Instant rice, white, cooked 6 min China 2005 87±2 39 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
45,"Rice, plain, Uncle Ben's, Masterfoods, UK) UK 2002",52,"Rice, plain, Uncle Ben's, Masterfoods, UK) UK 2002 52±5 23 Normal, 10 50 164.5 Glucose, 2h Standard Capillary,"
45,"Ben’s®, Masterfoods, Australia) Australia 2011",59,"Ben’s®, Masterfoods, Australia) Australia 2011 59±6 27 Normal, 9 50 162.3 Glucose, 2h Standard Capillary,"
45,"brand, Rice Growers Co-Op., Australia) Australia 2005",76,"brand, Rice Growers Co-Op., Australia) Australia 2005 76±7 34 Normal, 10 50 139.8 Glucose, 2h Standard Capillary,"
45,"for 40 sec (SunRice® brand, Rice Growers Co-Op., Australia) Australia 2020",45,"for 40 sec (SunRice® brand, Rice Growers Co-Op., Australia) Australia 2020 45±4 20 Normal, 10 50 148.4 Glucose, 2h Standard Capillary,"
45,"(Effem Foods, USA) USA 2003",49,"(Effem Foods, USA) USA 2003 49±3 22 Normal, 10 50 177.9 Glucose, 2h Standard Capillary,"
45,"(Effem Foods, USA) USA 2003",48,"(Effem Foods, USA) USA 2003 48±5 22 Normal, 10 50 162.8 Glucose, 2h Standard Capillary,"
45,"Espresso (Riso Gallo, Italy) Italy 2009",67,"Espresso (Riso Gallo, Italy) Italy 2009 67±8 30 Normal, 10 50 116 Glucose, 2h Standard Capillary,"
45,"Co-Op., Australia), heated in microwave Australia 2013",52,"Co-Op., Australia), heated in microwave Australia 2013 52±5 23 Normal, 10 50 168.9 Glucose, 2h Standard Capillary,"
45,Instant white rice (mean),60,"Instant white rice, mean of 12 foods 60"
45,"Co-Op., Australia) Australia 2005",69,"Co-Op., Australia) Australia 2005 69±7 31 Normal, 10 50 NS Glucose 2 h Standard Capillary,"
46,"Rice Growers Co-Op., Australia) Australia 2005",75,"Rice Growers Co-Op., Australia) Australia 2005 75±8 34 Normal, 10 50 63.5 Glucose, 2h Standard Capillary,"
46,"650 Moolgiri white rice (Tajmahal Agro Industries, India ) India 2005",54,"650 Moolgiri white rice (Tajmahal Agro Industries, India ) India 2005 54±5 24 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
46,"651 White rice, NS China 2005",83,"651 White rice, NS China 2005 83±1 37 Normal, 12 50 NS Glucose, 2h Standard Venous, NS NS 12"
46,"variety ""Bapatla"" (BPT-5204), pressure cooked for 18 min India 2017*",80,"variety ""Bapatla"" (BPT-5204), pressure cooked for 18 min India 2017* 80±7 36 Normal, 12 50 76 Glucose, 2h Standard Capillary,"
46,"653 White rice, Carnaroli, regular (Scotti, Italy) Italy 2009",64,"653 White rice, Carnaroli, regular (Scotti, Italy) Italy 2009 64±11 29 Normal, 10 50 63 Glucose, 2h Standard Capillary,"
46,"654 White rice, Ponni, cooked in rice cooker for 33 min India 2012*",70,"654 White rice, Ponni, cooked in rice cooker for 33 min India 2012* 70±4 32 Normal, 23 50 236 Glucose, 2h Standard Capillary,"
46,for 30 min India 2013,81,"for 30 min India 2013 81±7 36 Normal, 25 50 63.6 Glucose, 2h Standard Capillary,"
46,for 30 min India 2014,77,"for 30 min India 2014 77±8 35 Normal, 15 50 65 Glucose, 2h Standard Capillary,"
46,35 min India 2012*,72,"35 min India 2012* 72±5 32 Normal, 23 50 235 Glucose, 2h Standard Capillary,"
46,32 min India 2012*,77,"32 min India 2012* 77±4 35 Normal, 23 50 259 Glucose, 2h Standard Capillary,"
46,31.6 g rice cooked with 250 mL water (COFCO China) Thailand 2016,80,"31.6 g rice cooked with 250 mL water (COFCO China) Thailand 2016 80±7 36 Normal, 10 25 250 Glucose, 2h Standard Capillary,"
46,"660 Rice porridge, NS China 2005",66,"660 Rice porridge, NS China 2005 66±5 30 Normal, 9 50 NS Glucose, 2h Standard Venous, NS NS 12"
46,"661 Rice porridge, NS China 2005",69,"661 Rice porridge, NS China 2005 69±6 31 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
46,"662 Rice porridge, NS Australia 2005",88,"662 Rice porridge, NS Australia 2005 88±5 40 Normal, 9 50 469.5 Glucose, 2h Standard Capillary,"
46,"663 Rice porridge, made from rice bran China 2005",19,"663 Rice porridge, made from rice bran China 2005 19±1 9 Normal, 9 50 NS Glucose, 2h Standard Venous, NS NS 12"
46,"664 Rice porridge, made from black rice China 2005",42,"664 Rice porridge, made from black rice China 2005 42±3 19 Normal, 9 50 NS Glucose, 2h Standard Venous, NS NS 12"
46,"665 Rice porridge, made from sticky rice China 2005",65,"665 Rice porridge, made from sticky rice China 2005 65±7 29 Normal, 9 50 NS Glucose, 2h Standard Venous, NS NS 12"
47,"Bangkok, Thailand) Thailand 2000",86,"Bangkok, Thailand) Thailand 2000 86±8 39 Normal, 11 50 63.2 Glucose, 2h Standard Capillary,"
47,"Meng Rice Co., Bangkok, Thailand) Thailand 2000",94,"Meng Rice Co., Bangkok, Thailand) Thailand 2000 94±6 42 Normal, 11 50 65.5 Glucose, 2h Standard Capillary,"
47,"Meng Rice Mill, Bangkok, Thailand) Thailand 2001",98,"Meng Rice Mill, Bangkok, Thailand) Thailand 2001 98±7 44 Normal, 12 50 65.5 Glucose, 2h Standard Capillary,"
47,"669 Guilin rice vermicelli (Chinese rice vermicelli), cook ed 8 min UK 2009*",37,"669 Guilin rice vermicelli (Chinese rice vermicelli), cook ed 8 min UK 2009* 37±8 17 Normal, 10 50 63.5 Glucose, 2h Standard Capillary,"
47,"670 Hassawi rice (Al-Hassa, Saudi Arabia) Saudi Arabia 2011*",59,"670 Hassawi rice (Al-Hassa, Saudi Arabia) Saudi Arabia 2011* 59±5 27 Normal, 10 25 95.6 Glucose, 2h Standard Capillary,"
47,cooked for 32 min India 2013,59,"cooked for 32 min India 2013 59±4 27 Normal, 25 50 67 Glucose, 2h Standard Capillary,"
47,for 32 min India 2013,64,"for 32 min India 2013 64±4 29 Normal, 25 50 100 Glucose, 2h Standard Capillary,"
47,Australia 2005,85,"Australia 2005 85±10 38 Normal, 10 50 66.2 Glucose, 2h Standard Capillary,"
47,8 min UK 2009*,40,"8 min UK 2009* 40±6 18 Normal, 10 50 63.5 Glucose, 2h Standard Capillary,"
47,"Op., Australia Australia 2005",73,"Op., Australia Australia 2005 73±7 33 Normal, 10 50 64.9 Glucose, 2h Standard Capillary,"
47,"(VitaRice, Mauritius) Mauritius 2010",48,"(VitaRice, Mauritius) Mauritius 2010 48±5 22 Normal, 10 50 73.5 Glucose, 2h Standard Capillary,"
47,"677 Red Raw rice, Sri Lankan, cooked in rice cooker Sri Lanka 2006",59,"677 Red Raw rice, Sri Lankan, cooked in rice cooker Sri Lanka 2006 59±4 27 Normal, 10 50 63.9 Glucose, 2h Standard Capillary,"
47,"678 Red rice, Thai, unpolished, cooked 25 min UK 2009*",76,"678 Red rice, Thai, unpolished, cooked 25 min UK 2009* 76±8 34 Normal, 10 50 67.4 Glucose, 2h Standard Capillary,"
47,"(Effem Foods, USA) USA 2003",51,"(Effem Foods, USA) USA 2003 51±4 23 Normal, 10 50 176.7 Glucose, 2h Standard Capillary,"
47,"(pouch) (Effem Foods, USA) USA 2005",48,"(pouch) (Effem Foods, USA) USA 2005 48±6 22 Normal, 10 50 205.1 Bread, 2h Standard Capillary,"
